GeoName,LineCode,Description,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021
Kentucky,2,Population (persons) 1/,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4349138,4374212,4394010,4415821,4428679,4443606,4457599,4475723,4487233,4498141,4503958,4509394
Kentucky,3,Per capita personal income (dollars) 2/,1651,1750,1844,1928,1990,2150,2345,2518,2733,3037,3261,3476,3801,4227,4698,5039,5536,6135,6769,7535,8152,9056,9611,9949,11111,11588,11936,12624,13743,14784,15613,16345,17407,17871,18604,19307,20314,21388,22445,23224,24868,25596,26057,26687,28087,29241,30660,31728,33002,32397,33409,34799,35875,36058,37645,39232,39750,40770,41977,43629,47058,50699
Louisiana,1,Personal income (millions of dollars),5591.2,5818.6,6157.8,6563.6,7016.3,7601.8,8410.299999999999,9225.299999999999,10105.6,10765.9,11663,12715.2,13912.1,15528.5,17651.8,19875.1,22415.5,25031.4,28630.8,32478,37368.8,43084.4,46379.7,48422.5,51504.5,53629.7,53695.1,53932.1,56881.2,60326.1,64880.9,68408.3,73264,76872.7,81905.8,85953.3,89776.89999999999,94400.60000000001,99070.8,101467.7,107310.6,114917.4,118229.4,122169.8,127758.4,137935.1,145645.5,159411.3,170869.3,165876.2,173800.8,179073.4,188760.8,191497.3,200293.9,201363.5,200190.6,206203.2,215111.6,222059.7,236327.2,251709.9
Louisiana,2,Population (persons) 1/,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544800,4577075,4603574,4628228,4648811,4670563,4685605,4678606,4670052,4664558,4651203,4624047
Louisiana,3,Per capita personal income (dollars) 2/,1715,1770,1841,1944,2036,2174,2369,2576,2805,2975,3195,3427,3698,4098,4620,5113,5672,6234,7029,7846,8849,10059,10656,11017,11704,12166,12184,12415,13263,14185,15369,16084,17066,17809,18840,19630,20409,21352,22312,22746,23997,25663,26289,27022,28065,30139,33850,36432,38522,36930,38242,39124,41003,41376,43085,43113,42725,44074,46062,47606,50810,54435
Maine,1,Personal income (millions of dollars),1952.4,1977.4,2054.4,2122.2,2292.7,2474.3,2629.8,2760.7,2940,3236,3557.1,3822.7,4187.7,4706.7,5229.3,5652.3,6447,7007.6,7740.5,8589.9,9653.5,10651.6,11581,12473,13786.7,14893.3,16123.2,17490.9,19277.2,21011.3,21870.4,22249.7,23324.8,24094.9,25085.7,26179.3,27653.1,29169.5,31232.6,32657,35107.4,37058.4,38323.5,40247.6,42315.6,43421.3,45599.7,47357.3,49445.4,49403,50603.6,52789,53782.5,53742,55863.6,58331.3,59959.2,62428.7,65121.7,67855.5,73192.8,78436.60000000001
Maine,2,Population (persons) 1/,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327961,1330029,1330899,1332596,1336530,1335653,1340177,1344851,1350525,1357487,1362280,1372247
Maine,3,Per capita personal income (dollars) 2/,2002,1987,2067,2137,2309,2482,2632,2750,2958,3262,3569,3764,4047,4498,4933,5266,5915,6340,6939,7636,8567,9401,10188,10896,11930,12807,13779,14766,16013,17223,17756,17986,18833,19395,20187,21053,22139,23247,24805,25779,27491,28824,29572,30805,32211,32925,34451,35686,37163,37157,38106,39690,40411,40329,41797,43672,44740,46421,48220,49986,53728,57159
Maryland,1,Personal income (millions of dollars),7738.8,8233.9,8896.9,9531.6,10386.4,11316.9,12477.2,13580.2,14999.8,17235.9,19167.2,21125.8,23176.4,25560.5,27902.8,30204.1,32906.9,35675.8,39617.2,43545.5,48503.3,54043,58610.6,62787.4,69664.89999999999,75502.89999999999,81544.5,88007.60000000001,96739.7,104600.7,110894,114898.7,120637.4,125486.1,131410.4,137245.4,143742.3,151791.5,163853.9,173588.8,189023.5,199273.1,206925.3,216521.5,230980.2,243351.5,256471.5,267560.8,279622.9,277627.5,287652.4,303517.8,312175.8,311524,322438.2,337702.8,350384.4,361776.7,372196.9,381396.7,404520.7,427034.2
Maryland,2,Population (persons) 1/,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5791559,5854282,5913919,5962350,6008975,6049289,6079669,6112835,6138786,6163628,6172679,6165129
Maryland,3,Per capita personal income (dollars) 2/,2486,2593,2727,2815,2974,3144,3377,3615,3932,4456,4867,5252,5679,6221,6751,7265,7887,8505,9407,10311,11473,12680,13685,14557,15959,17109,18174,19276,20769,22127,23104,23605,24503,25239,26161,27070,28119,29432,31483,33036,35591,37076,38035,39394,41641,43515,45576,47327,49186,48448,49668,51845,52787,52249,53659,55825,57632,59183,60630,61879,65534,69266
Massachusetts,1,Personal income (millions of dollars),13147.2,13813.8,14596.6,15203.4,16233.1,17319.7,18650.1,20260.5,22126.5,24041.9,25961.4,27742,29977.9,32574.1,35182.2,37801.8,40688.8,44297.9,48938.7,54481.4,61388.7,68493.39999999999,75098.5,81445.89999999999,91928.3,99341.60000000001,107146.5,116044.3,127722.9,135208.9,139232.6,141351.8,148477.6,154367.4,162175.2,171742,182580.4,194130.7,206430.6,220900.7,245502.5,255086.8,253738.7,258616.7,271926.8,284122.5,306081.9,322126,335157.2,330909.7,347492.1,363396.4,379267.8,382611.1,401832.5,428228.9,444184.1,463599.9,486203.9,506614.2,540855.3,576063.5
Massachusetts,2,Population (persons) 1/,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6569537,6629863,6692712,6756583,6819480,6865334,6908516,6958374,6994054,7016618,7022220,6984723
Massachusetts,3,Per capita personal income (dollars) 2/,2548,2647,2773,2845,2980,3148,3369,3622,3938,4255,4552,4834,5203,5632,6090,6560,7078,7712,8522,9481,10684,11873,13013,14044,15739,16893,18152,19552,21358,22477,23118,23486,24628,25471,26607,27964,29545,31180,32914,34967,38594,39872,39540,40267,42407,44371,47750,50085,51810,50772,52894,54812,56669,56628,58924,62376,64295,66625,69517,72202,77021,82475
Michigan,1,Personal income (millions of dollars),18884,18957,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644,45132,50382.9,53913.2,57745.1,64457.8,72465.60000000001,80772.89999999999,88478.7,94684.39999999999,101254.2,104816.5,111577.2,123177.2,133599.1,142047.6,147561.4,157523.2,169629.3,177393.2,181414.2,192235.1,202432.5,217745.4,230305.9,242218.5,254938.9,270129.9,283339.7,302000.6,307220.9,306502.9,314078.2,323456.7,331142.6,339338.4,349331.5,357779.8,339695,353316.3,373861.3,389544.1,393576.8,411019.8,433688.6,446030.2,458756.7,476476.8,492022.2,530808.6,558329.6
Michigan,2,Population (persons) 1/,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9880076,9895488,9920751,9947308,9974630,9987137,10016980,10049868,10070610,10078236,10067664,10050811
Michigan,3,Per capita personal income (dollars) 2/,2411,2402,2561,2692,2904,3156,3379,3475,3813,4107,4200,4530,5001,5554,5918,6340,7070,7913,8778,9566,10230,10995,11499,12332,13612,14720,15562,16061,17089,18332,19051,19298,20280,21219,22687,23801,24821,25990,27430,28629,30344,30749,30602,31279,32168,32946,33812,34929,35969,34307,35760,37781,39266,39566,41207,43425,44527,45648,47314,48820,52724,55551
Minnesota,1,Personal income (millions of dollars),7471.7,7853.4,8277.700000000001,8779.4,9131.5,10087.6,10933.5,11750.3,12934,14388,15708.8,16766,18229.3,21370.2,23011.8,24891.1,26907.1,30292.7,33988.9,37795.4,42002.1,46547.6,49867.5,52578.4,59667.4,63360.9,67018.2,71480.2,75424.89999999999,82388.10000000001,87514,90246.2,97018.5,99989.89999999999,107155.2,113337.5,122210.8,129027.6,140368.6,147680.9,160089,166871.9,170419,178356.2,189320.9,194876.8,204823.7,216907.2,226467.1,216945.7,226957.1,242593.2,257164.2,259781.8,273488,286422.9,292234.9,304470,319619.1,329523.9,350784.7,373754.1
Minnesota,2,Population (persons) 1/,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5312113,5352572,5388297,5430428,5473353,5509714,5556226,5605384,5650149,5686733,5707165,5707390
Minnesota,3,Per capita personal income (dollars) 2/,2182,2263,2356,2486,2566,2808,3023,3211,3493,3829,4117,4353,4714,5500,5903,6340,6801,7612,8487,9360,10282,11321,12070,12696,14351,15143,15937,16878,17556,18992,19935,20322,21581,21947,23242,24320,25932,27087,29162,30303,32448,33490,33955,35293,37211,38065,39667,41655,43161,41079,42724,45323,47726,47838,49967,51985,52596,54317,56568,57946,61464,65486
Mississippi,1,Personal income (millions of dollars),2763.8,2996.9,3132.5,3442.4,3563.3,3868.6,4217.4,4563.4,4993.3,5540.7,6077,6737.1,7677.4,8779,9648.1,10462.8,11877.6,13222.2,14721.6,16636.6,18097.5,20331.6,21465.4,22451.6,24527.7,25818.8,26781.3,28323.9,30302.6,32735.8,34442.5,36287.6,39062.7,41597,45005.3,47613.3,50525.5,53377.5,56584.7,58573.1,61755.4,65175.9,66375,69022.3,73109.89999999999,77981.60000000001,81284.39999999999,86544.39999999999,90748.39999999999,89226.60000000001,92933.2,96918,100377.2,102317.4,104255.5,106064,107499.5,110107.2,112818.1,116335.8,124988.2,134040.5
Mississippi,2,Population (persons) 1/,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970366,2977897,2982342,2986574,2987621,2984959,2984317,2983393,2974618,2968981,2956870,2949965
Mississippi,3,Per capita personal income (dollars) 2/,1267,1359,1397,1534,1590,1722,1879,2048,2250,2496,2736,2974,3327,3736,4056,4360,4887,5375,5917,6633,7166,8008,8395,8744,9514,9976,10326,10942,11744,12717,13356,13964,14888,15667,16737,17488,18386,19221,20174,20709,21681,22845,23219,24064,25306,26835,27981,29554,30785,30157,31287,32546,33657,34259,34896,35533,36021,36907,37927,39184,42270,45438
Missouri,1,Personal income (millions of dollars),9629.700000000001,9955.299999999999,10488.7,11002.3,11619.6,12634.8,13535.8,14407.4,15949.9,16912.5,18479.5,19938.9,21682.2,24089.7,25774.7,28212.7,30912,34252.4,38129.7,42513.8,46120.2,51516.6,55083.5,58757.9,65189.3,69744,73416.89999999999,77345.89999999999,82131.5,88040,91909,95964.10000000001,102138.9,106821.1,113391.1,119590.2,126668.3,134328.1,141027.1,146510.9,156675.8,161842,165526,171766.6,181111.9,187996.2,199347.8,209021.4,221033.5,216893.6,222564,231646.3,242981.4,245200,254317.5,263271.4,270603.5,277413.9,289454,300546,318019.1,340232.4
Missouri,2,Population (persons) 1/,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996166,6011569,6026727,6044003,6060459,6077057,6093349,6113669,6128594,6143406,6154481,6168187
Missouri,3,Per capita personal income (dollars) 2/,2226,2289,2407,2505,2616,2828,2993,3174,3492,3645,3945,4222,4562,5045,5386,5883,6409,7070,7828,8695,9370,10445,11174,11885,13103,13948,14616,15296,16162,17277,17920,18559,19578,20265,21296,22236,23321,24507,25540,26342,27941,28690,29168,30085,31510,32467,34119,35502,37312,36385,37118,38533,40317,40569,41963,43322,44410,45376,47230,48922,51673,55159
Montana,1,Personal income (millions of dollars),1451.3,1454.6,1701.3,1691.6,1727.5,1856.3,1989.5,2029.1,2128.3,2350.5,2604.2,2787.3,3230.3,3745.2,4069.9,4478.7,4806.5,5197.9,6090.5,6548.7,7211.1,8194.299999999999,8635.6,9076.9,9602.799999999999,9738.4,10125.6,10398,10687.9,11775.6,12378,13196.3,14014,15163.4,15585.3,16415.9,17203.3,17939.1,19152.3,19560.5,20860.4,21763.7,22384.6,24025.3,26161.9,28272.7,30670.2,32976.1,34947.6,34133.5,36060.4,38487.9,40919.7,41322.5,43555.8,45453.5,46074.1,48774.5,50989.5,53612.6,57660.2,62581.6
Montana,2,Population (persons) 1/,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990863,998188,1005385,1015933,1024998,1034413,1045648,1057982,1066542,1075462,1086193,1104271
Montana,3,Per capita personal income (dollars) 2/,2137,2090,2437,2406,2447,2629,2814,2895,3040,3387,3735,3920,4492,5149,5521,5978,6337,6739,7768,8298,9142,10303,10741,11151,11698,11843,12443,12916,13356,14726,15469,16298,16971,17950,18095,18728,19411,20159,21461,21794,23081,23996,24554,26125,28131,30074,32193,34183,35792,34689,36393,38558,40701,40674,42494,43941,44063,46101,47808,49851,53085,56672
Nebraska,1,Personal income (millions of dollars),3140.3,3214.3,3493.5,3591,3691.4,4060.9,4360.3,4512.7,4815.3,5379.3,5798.4,6368.8,7052.5,8225.700000000001,8565.1,9766.4,10217.4,11073.1,12810.9,13834.2,14758.2,17140.5,18420.7,19046.7,21214.7,22348.4,22999.5,24065.8,25727.2,27305.5,29240.3,30304.9,32208.4,33288.5,35431.2,37436.4,40790.1,42017.5,44804.8,46958.3,49767.7,52068.7,52884.6,56241.3,58826.4,61063.5,63850.6,68718,72815.5,71664.2,75489.60000000001,84211.60000000001,86754.2,87398.7,92524,96282.10000000001,94838,97112,101204.2,104430.2,111545,121934.7
Nebraska,2,Population (persons) 1/,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1830158,1843774,1858886,1873369,1889916,1904449,1921360,1934360,1945367,1954927,1961455,1963692
Nebraska,3,Per capita personal income (dollars) 2/,2216,2223,2386,2433,2491,2761,2995,3097,3282,3649,3897,4234,4645,5382,5570,6336,6597,7123,8208,8843,9386,10859,11646,12022,13354,14103,14609,15362,16371,17338,18487,18989,19984,20478,21617,22593,24371,24915,26421,27545,29039,30275,30599,32348,33627,34666,36019,38531,40535,39535,41248,45674,46670,46653,48957,50556,49360,50204,52023,53419,56869,62095
Nevada,1,Personal income (millions of dollars),896.1,993.1,1185.8,1330,1443.1,1545,1630.4,1731.8,2013.6,2278.6,2560.4,2860.4,3196.8,3630.1,4025.2,4544,5170.5,5977.9,7225.7,8374.6,9682.799999999999,11011.8,11762.1,12530,13652.1,14799.4,15988.5,17473.7,19842.9,22352.5,25043.3,27515.3,30479.3,32966,36485.5,40138.3,44435.1,48572.7,54324.4,58824.9,64571.6,68116.60000000001,69843.2,74483.39999999999,82663.2,92687.39999999999,100318.1,104595.5,103056.2,97267.10000000001,101307,105105.4,109347.4,109870.5,117372.2,127117,132058.4,140516.7,149789.2,158923.9,168587.3,183083.4
Nevada,2,Population (persons) 1/,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2701967,2710520,2739941,2770049,2809771,2857017,2905604,2955631,3011627,3068943,3114071,3143991
Nevada,3,Per capita personal income (dollars) 2/,3079,3153,3369,3350,3388,3480,3656,3857,4340,4747,5191,5501,5847,6381,6746,7331,7994,8815,10045,10945,11951,12991,13343,13892,14760,15561,16305,17075,18458,19653,20516,21228,22554,23360,24335,25379,26667,27534,29314,30405,31986,32461,32130,33121,35232,38109,39767,40212,38836,36231,37494,38777,39909,39664,41773,44493,45450,47542,49737,51785,54137,58233
New Hampshire,1,Personal income (millions of dollars),1382.9,1456.1,1556.9,1624.7,1746.9,1883.8,2064,2254.8,2491,2781.3,2965.7,3220.1,3562,4013.3,4417.2,4802.3,5436,6146.4,7090.7,8111.9,9278.200000000001,10517,11579.7,12713.2,14376.3,15842.4,17508.8,19362.1,21322.2,22846.7,23006.5,23792.3,24968.2,25786.7,27522.3,29202.8,30941.5,33274,36563,38924.2,43810.9,46136.8,46923.2,47829.3,50874.3,52744,56460.3,58663.4,60381.4,59358,62032.3,64945.3,67855.3,67703.7,70501.2,73474.60000000001,76092.3,79390.60000000001,83161.10000000001,86797.5,91673.10000000001,100011.5
New Hampshire,2,Population (persons) 1/,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1317094,1321886,1327287,1331050,1339224,1343633,1351059,1358984,1364875,1371834,1377848,1388992
New Hampshire,3,Per capita personal income (dollars) 2/,2271,2356,2464,2503,2635,2787,3031,3235,3513,3842,3997,4225,4557,5005,5406,5786,6418,7050,7932,8896,10039,11229,12219,13269,14717,15894,17081,18365,19696,20685,20682,21436,22337,22831,24088,25228,26339,27975,30319,31852,35335,36747,36974,37371,39434,40619,43153,44695,45886,45101,47098,49131,51123,50865,52643,54684,56321,58419,60929,63271,66534,72003
New Jersey,1,Personal income (millions of dollars),16552.9,17395.7,18718.6,19646.8,21063.7,22629.1,24502.9,26394,28967,32504.2,35294.5,38078.1,41394.9,45063.2,48945.2,52877.7,57408.9,62802.1,69699.10000000001,77362.8,87046.7,97264.60000000001,105090.4,113438.5,125567.2,134573.7,144070.4,155341.3,170597.7,183043,192163.5,195933.4,210510.2,217596,225284.5,239164.9,253062.3,269605.9,287264.7,300654,330613.6,341787.7,346163.5,354361.8,370214.8,384731.4,413114.6,438001.1,451052.1,436504,449927.1,470008.1,487527.7,492488.2,515515.1,537105.9,552051.4,572482.4,597005,619065.8,652498.9,693223.2
New Jersey,2,Population (persons) 1/,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8809058,8876959,8933292,8984801,9033845,9076577,9119862,9174898,9218858,9258804,9279743,9267130
New Jersey,3,Per capita personal income (dollars) 2/,2712,2777,2936,3008,3163,3344,3577,3810,4135,4581,4909,5229,5642,6143,6673,7203,7817,8554,9475,10493,11801,13131,14142,15190,16708,17788,18902,20251,22120,23692,24754,25072,26713,27374,28110,29588,31052,32804,34663,35965,39216,40245,40474,41198,42876,44467,47695,50473,51779,49854,51076,52947,54574,54813,57065,59175,60533,62397,64759,66862,70314,74805
New Mexico,1,Personal income (millions of dollars),1911.5,2000.3,2079,2150.3,2273.3,2412.1,2534.7,2620,2836.9,3143.7,3499.8,3872.4,4353.3,4881.8,5487.3,6267.9,6987.4,7819.8,8947.799999999999,10088.4,11323,12799.9,14023.1,15086.1,16471.1,17823.5,18525,19308.7,20401.9,21855.4,23301.3,24937.1,26802.8,28827.1,30772.3,33070.6,34741.3,36520,38344.2,39031.3,42073.6,45061.9,46855.5,48999.1,52162.9,55762,60035.5,63582.9,67656.8,67034.10000000001,69607.2,72967.7,74725.39999999999,73561.8,77975.10000000001,79864.3,81414.10000000001,82859.89999999999,86531.89999999999,90539.2,97603.5,104355.7
New Mexico,2,Population (persons) 1/,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064892,2082110,2090254,2096509,2095037,2096003,2099630,2101053,2103101,2110146,2117566,2115877
New Mexico,3,Per capita personal income (dollars) 2/,2004,2073,2124,2174,2260,2383,2517,2620,2854,3109,3420,3677,4039,4421,4858,5391,5846,6382,7148,7878,8647,9604,10282,10819,11626,12392,12665,13059,13689,14532,15314,16034,16800,17616,18291,19223,19826,20576,21380,21587,23102,24601,25255,26097,27399,28858,30597,31950,33649,32911,33710,35045,35749,35088,37219,38103,38775,39437,41145,42907,46092,49320
New York,1,Personal income (millions of dollars),47939.4,50098.4,52853.4,55173.7,58939.4,62624.5,67240.3,72537.89999999999,80061.8,83626.3,89895.39999999999,96121,102833.6,109571.7,118064.6,127413.9,134980.8,145640.4,158583.7,173361.9,193258.5,215680.6,234418,252683.2,279483.6,299163.5,319479.4,340642.8,373665.4,403910,432317.8,432542.6,457271.4,470053.9,484730.6,510818.3,537881.6,567955.8,600946.9,637109.2,685783.3,711466.3,709785,720548.9,754007.4,782224.9,843047.5,907402.6,925727.6,907953.4,947076.6,997755.8,1049158.2,1062135.4,1105907.8,1154722.9,1194534.6,1272903,1316439.9,1361472.7,1440049.5,1515756.9
New York,2,Population (persons) 1/,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19419964,19600908,19757479,19892169,20002008,20088855,20150838,20190489,20222664,20222325,20154933,19835913
New York,3,Per capita personal income (dollars) 2/,2847,2936,3055,3160,3351,3531,3768,4044,4435,4619,4920,5234,5603,6022,6533,7066,7510,8158,8949,9831,11001,12277,13327,14286,15749,16815,17915,19064,20827,22461,23990,23868,25061,25581,26259,27576,28936,30443,32040,33740,36090,37283,37088,37576,39329,40884,44128,47428,48184,47027,48768,50904,53102,53395,55290,57481,59280,63045,65097,67325,71449,76415
North Carolina,1,Personal income (millions of dollars),7617.6,8064.4,8661.200000000001,9109.700000000001,9868.299999999999,10671.1,11855.1,12817.2,14135.7,15858.1,17320.4,18856.8,21319,24174.5,26653.9,28942.8,32132.3,35208.1,39736.2,43908.3,49247,55496.7,59420.1,64644.5,73126.2,79020.2,85194.5,91884.5,100589.5,109693.1,116522.5,121893.3,132674.9,141458.3,150582.6,161486.7,172816.7,185687.9,198667.1,208586.3,222325.8,228555.9,231900.3,241851.1,262024.3,281572.1,306618.1,330170.3,352222.3,339555.6,343348.3,355826.6,380160.6,376392.4,398099.5,419334.3,432626.2,453097.7,475483.3,500496.9,533269.3,580767.3
North Carolina,2,Population (persons) 1/,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9571353,9642580,9722105,9803434,9880220,9966060,10076064,10175266,10275806,10370550,10457177,10551162
North Carolina,3,Per capita personal income (dollars) 2/,1666,1729,1840,1921,2055,2194,2421,2588,2825,3152,3397,3626,4025,4491,4881,5229,5745,6211,6922,7568,8348,9317,9872,10637,11863,12635,13477,14349,15522,16708,17485,17967,19236,20085,20951,21987,23040,24251,25440,26239,27510,27838,27852,28715,30635,32345,34385,36211,37835,35933,35872,36902,39103,38394,40293,42076,42936,44529,46272,48261,50996,55043
North Dakota,1,Personal income (millions of dollars),1210.3,1109.2,1554.9,1448.2,1440.7,1677.2,1697.1,1699.1,1778.3,1990.6,2102.4,2424.2,2887.4,4036.8,3998.2,4181.5,4101.9,4261.1,5357.9,5507.4,5269.9,6899.4,7453.2,7831.1,8458.299999999999,8740.9,8869.9,9133.1,8466.6,9482.700000000001,10256.6,10388.1,11391.7,11547.5,12547.6,12570.6,14065.7,13771.1,15077.6,15272.3,16623.2,16961.2,17369.5,18958.8,19410.3,20653.4,21662.9,23964.5,27009.4,26739.8,29880.8,33666,39796.2,39933.5,42819.6,41178.9,39765.8,40215.8,42821.9,44420.2,47089.3,50793.1
